row_hash,prompt_id,condition,source_file,model_label,decode_config_hash
6247f571e4b9a48d,reasoning_multistep_002,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
5a8738822c167461,reasoning_multistep_003,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
126d790ca1bbb7fa,coding_small_001,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
f77bd17cf28ffef3,coding_small_002,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
0381519d9d85ea3c,coding_small_003,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
1be813b4cb9bd89e,analysis_open_001,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
3f6e813007ebf81c,analysis_open_002,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
7dbd07e18ccb7721,analysis_open_003,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
b3cff8ea13ca08d9,analysis_open_004,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
c7c96a725dace386,analysis_open_005,vanilla42,outputs/7b_vanilla_42.jsonl,7b_vanilla_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
404d3093c24d94fd,factual_short_001,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
d5e0c3e0e327a7f1,factual_short_002,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
34619d59ec71c75f,factual_short_003,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
5cf4ecb1cf43d4ba,factual_short_004,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
b258d1c203ad15b1,advice_001,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
24a51d6f0bb312eb,advice_002,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
a5c45f8d2bb35c14,advice_003,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
5dbf453a1395263b,explanation_001,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
171f9a1c0f99cfd8,explanation_002,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
86f0c95116315a9e,explanation_003,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
da110380d0c26f11,conversational_001,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
b74d1b04cabcc694,conversational_002,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
860e423eac57a2c1,conversational_003,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
812652b4260b40ca,reasoning_multistep_001,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
e424633f3d7a805f,reasoning_multistep_002,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
259fe2253a92915e,reasoning_multistep_003,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
0a127a6131fc235b,coding_small_001,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
9076639ed4ff62fa,coding_small_002,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
1439a7d85c5eb236,coding_small_003,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
0172d8b1d710caba,analysis_open_001,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
6e739ab7982d6dd5,analysis_open_002,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
1c3904cbbbb63abc,analysis_open_003,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
c4e1d365371cc21e,analysis_open_004,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
f0432dadd8beb740,analysis_open_005,vanilla43,outputs/7b_vanilla_43.jsonl,7b_vanilla_43,94fc5e6fea6ec28c7d90c84ee1e3ef7601ea9e798c9a2828300a08ceab053c9a
9772090023b35217,factual_short_001,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
9c3b8c1abc25d010,factual_short_002,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
c8a55a1923bceeeb,factual_short_003,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
2c8b4717d27724d5,factual_short_004,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
956404a902ab345d,advice_001,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
c4fe542a40b0b511,advice_002,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
ee400aef9f80b7b7,advice_003,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
477dcc27fcdf570e,explanation_001,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
9d7bc56b95bf595e,explanation_002,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
1f1be62fd0f4c4dd,explanation_003,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
367d9f081a027c8d,conversational_001,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
9fe7680b5cbb6e28,conversational_002,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
5770f5e7721361b0,conversational_003,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
71cea024b80b12a7,reasoning_multistep_001,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
cdb196fa15aed325,reasoning_multistep_002,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
70799bae75e9213a,reasoning_multistep_003,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
1bbef8183cf59d67,coding_small_001,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
9de4f829650c73b6,coding_small_002,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
809ff0ce8555abb0,coding_small_003,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
40283fce2759f849,analysis_open_001,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
9d9ebfa4280127df,analysis_open_002,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
b04463e7058675eb,analysis_open_003,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
07cbe4b170b3f9f4,analysis_open_004,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
f2e4e2cc8f762969,analysis_open_005,wandered_abstract42,outputs/7b_wandered_abstract_42.jsonl,7b_wandered_abstract_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
d3a5da573162b4f4,factual_short_001,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
011eb2bbb9d2acbb,factual_short_002,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
e616d5544a16abde,factual_short_003,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
fd8698f34fff9d86,factual_short_004,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
8dea8f18255fe6fc,advice_001,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
31dd17bc7dcc9379,advice_002,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
43136133b82375a8,advice_003,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
c4c6b3602a8ccc20,explanation_001,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
9cc375176b8d6fa0,explanation_002,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
d7c447cc6e3d102f,explanation_003,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
14156982f6e95152,conversational_001,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
37e2a4b61686ef32,conversational_002,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
e14c63b426dbc74b,conversational_003,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
db3d24130e857aa9,reasoning_multistep_001,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
1fe67500221a9b63,reasoning_multistep_002,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
2b8b611492bd7ac7,reasoning_multistep_003,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
99de871c6debac85,coding_small_001,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
939edad8be632d1d,coding_small_002,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
d9aabb71e0733b01,coding_small_003,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
7022d22a6199f606,analysis_open_001,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
0b2e8a00550bc32c,analysis_open_002,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
5d2d2284ef90f51f,analysis_open_003,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
252c8ce56e4e2a02,analysis_open_004,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
c5f5b606e9bef0e6,analysis_open_005,wandered_structural42,outputs/7b_wandered_structural_42.jsonl,7b_wandered_structural_42,a2b270ccaae5d8759e40c2c9966a7ab69a443c438d195213c2639871eb55b9d3
